code,title,credits,mandatory,url,description,assessment_data,corequisites_list,faculty,freechoice,level,prerequisites_list,schedule_data,semesters
MATH24420,Partial Differential Equations & Vector Calculus,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH24420,"Syllabus: Section 1: Introduction and motivation. What are PDEs? Why study them? Some examples and applications. Section 2: Vector calculus in orthogonal curvilinear coordinates. Introduction to general formalism of switching from Cartesian to orthogonal curvilinear coordinate systems. Basis vectors, line, surface and volume elements. Grad, div, curl and transforming to orthogonal curvilinear coordinates. Surface and volume integrals in three dimensions. Gauss (divergence) and Stokes' theorems in three dimensions.  Section 3: Classification of PDEs. Classification as order, scalar/vector, homogeneous/inhomogeneous, linear/semi-linear/quasi-linear/nonlinear. PDE type: 2nd order in two independent variables (elliptic, hyperbolic, parabolic, mixed), canonical forms.  Choice of boundary and initial conditions. Section 4: Fourier series. Motivation via trial separation of variables solution for homogeneous heat equation in 1D. General concepts of orthogonality. Fourier series, sine and cosine series and associated Fourier (Dirichlet) theorem regarding piecewise-smooth functions. Section 5: First order PDEs. Scalar first order PDEs in two variables. Method of transformations; Cauchy problem.  Method of characteristics for semi-linear and quasi-linear equations. Section 6: Separation of variables for second order PDEs. General concepts of eigenvalues/eigenfunctions, Separation of variables for homogeneous heat and wave equation with homogeneous BCs and inhomogeneous initial conditions. Separation of variables for Laplace's equation with inhomogeneous BCs. Link with Sturm Liouville eigenvalue problems. Some ideas of special functions. Section 7: Numerical solution of PDEs. Finite difference methods. Link with solutions obtained in Section 4, 6 and 7. Explicit and implicit schemes and the theta method, truncation error, stability and convergence, Crank Nicholson, convection-diffusion problems, upwind differencing.","[{'course_code': 'MATH24420', 'assessment_type_id': 4, 'percentage': 0.8}, {'course_code': 'MATH24420', 'assessment_type_id': 13, 'percentage': 0.2}]",,,False,2,"MATH11411,MATH11422,MATH11412","[{'course_code': 'MATH24420', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH24420', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH24420', 'schedule_type_id': 4, 'hours': 13.833333333333334}]",Full year
MATH27711,Linear Regression Models,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH27711,"In many areas of science, technology and medicine, researchers are often interested in two objectives: one is to explore the relationship between one observable random response and a number of explanatory variables; the other is to analyze the variability of the responses. Many statistical techniques investigate these objectives through the use of linear regression models. This course presents the theory and practice of these models.","[{'course_code': 'MATH27711', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH27711', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,2,"MATH11022,MATH11711,MATH11712","[{'course_code': 'MATH27711', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH27711', 'schedule_type_id': 2, 'hours': 0.5}, {'course_code': 'MATH27711', 'schedule_type_id': 3, 'hours': 0.5}, {'course_code': 'MATH27711', 'schedule_type_id': 4, 'hours': 5.5}]",Semester 1
MATH27712,Stochastic Processes,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH27712,"A stochastic process is a collection of random variables that describe the progression of a non-deterministic system as a function of time. Stochastic processes are used as modelling tools within a wide range of applications arising virtually in any area of modern science and engineering where randomness plays a role. The unit aims to present the most important classes of stochastic processes by focusing on the fundamental examples, describing the meaning of their sample paths, and explaining their role in modelling specific science and/or engineering phenomena. These classes of stochastic processes are of fundamental interest in (i) Mathematical Finance, (ii) Actuarial Science, and (iii) Statistics, in addition to being of interest in themselves as fundamental entities of modern (iv) Probability Theory that provide fascinating connections to (v) Mathematical Analysis. Syllabus: (with approximate times) 1. Introduction (stochastic process, sample path, increment, marginal     law, first entry time) [1 week] 2. Random walk (definition, basic properties, marginal law, examples     of application) [3 weeks] 3. Poisson process (definition, basic properties, marginal law, examples     of application) [3 weeks]  4. Wiener process [Brownian motion] (definition, basic properties, marginal     law, examples of application) [3 weeks]  5. Stationary process (definition, covariance function, examples of     application) [1 week]","[{'course_code': 'MATH27712', 'assessment_type_id': 4, 'percentage': 1.0}]",MATH27720,,False,2,MATH11711,"[{'course_code': 'MATH27712', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'MATH27712', 'schedule_type_id': 2, 'hours': 0.9166666666666666}, {'course_code': 'MATH27712', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 2
MATH27720,Probability and Statistics 2,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH27720,"The first part of this unit continues the development of Probability theory from Year 1 and provides an important basis for many later courses in Probability and Finance.    The second part of this course unit provides students with the methodological foundations in model-based statistical learning, in particular likelihood estimation and inference and Bayesian learning. The theoretical and methodological discussions are complemented by practical computer application.","[{'course_code': 'MATH27720', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH27720', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,2,"MATH11711,MATH11712","[{'course_code': 'MATH27720', 'schedule_type_id': 1, 'hours': 3.6666666666666665}, {'course_code': 'MATH27720', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH27720', 'schedule_type_id': 4, 'hours': 12.0}]",Full year
COMP30030,Third Year Project Laboratory,30,Mandatory,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP30030,"The aims for the project work done in the third year are: 	  	To manage and execute a substantial project in a limited time. 	To identify and learn whatever new skills are needed to complete the project. 	To apply design and engineering skills in the accomplishment of a single task. In this context the skills mentioned may be in the general area of design and engineering in its broadest sense, or may be very specifically related to particular tools.","[{'course_code': 'COMP30030', 'assessment_type_id': 1, 'percentage': 0}]",,Department of Computer Science,False,3,,"[{'course_code': 'COMP30030', 'schedule_type_id': 1, 'hours': 0.5833333333333334}, {'course_code': 'COMP30030', 'schedule_type_id': 6, 'hours': 1.6666666666666667}, {'course_code': 'COMP30030', 'schedule_type_id': 4, 'hours': 22.666666666666668}]",Full year
COMP31311,Giving Meaning to Programs,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP31311,"Programming languages provide abstractions such as `functions’ which are supposed to allow us to reason about the code at a high level---without running it in our heads. However, these abstractions don’t necessarily behave in the way their names suggest. In this unit we show that a mathematical theory of program meanings can be developed which encompasses the counter-intuitive behaviour of computations, but preserves our ability to reason abstractly. The machinery required is significant, and delicate at times, and the unit will introduce the fundamental technical tools which help us cope with these complications.","[{'course_code': 'COMP31311', 'assessment_type_id': 4, 'percentage': 0.8}, {'course_code': 'COMP31311', 'assessment_type_id': 5, 'percentage': 0.2}]",,,True,3,"MATH10111,COMP11120,MATH11121","[{'course_code': 'COMP31311', 'schedule_type_id': 2, 'hours': 1.8333333333333333}, {'course_code': 'COMP31311', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 1
COMP33312,Agile Software Pipelines,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP33312,"The approach to software development known as “agile software engineering” is now well established within the industry as the most reliable and cost-effective in all but a handful of rarely occurring circumstances.  Agile approaches emphasise the early and frequent delivery of releasable software artefacts to the client, combined with disciplined but flexible approaches to project progress tracking, to the continuous and active collection of feedback on the success (or otherwise) of the work done so far and to the creation of high-quality code bases that are easy and safe to change.    In an agile project, the first usable executable artefacts will be created very early in the project’s lifetime and may be in active use while other parts of the required functionality are still in various stages of development.  New and changed functionality is delivered incrementally at short intervals throughout the duration of the project, blurring the distinction between the development and the operational project phases.   While the human processes used to manage and carry out agile software engineering are highly iterative, the artefacts produced by the processes are increasingly viewed as passing through one or more linear “pipelines”, on their journey to deployment and use in the end-user environment.  New models for the delivery of software (such as continuous delivery) depend upon a carefully configured technical pipeline as much as they do upon effective and efficient human design and feedback processes.   In this course unit, we will examine how the combination of these iterative human processes and technical development and delivery pipelines is used to create software that provides real value and return on investment for clients and end-users, while also being of sufficiently high quality to allow frequent and sometimes substantial changes throughout the software’s lifetime.","[{'course_code': 'COMP33312', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"COMP23311,COMP23412","[{'course_code': 'COMP33312', 'schedule_type_id': 2, 'hours': 1.8333333333333333}, {'course_code': 'COMP33312', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
COMP33511,User Experience,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP33511,"The aim of this course is to give you, the student, the tools, techniques, and the mindset necessary to competently approach your first user testing and user experience job. The course is designed from a practical perspective and will enable you to take a junior role in a user experience department, or usability company, and will provide you with the overall knowledge to communicate with others and make sensible suggestions regarding UX work. The unit is not intended to be a comprehensive treaties of the subject - indeed this could be accomplished in such a short space of time - however, it will provide the basis for the students future study within the domain.","[{'course_code': 'COMP33511', 'assessment_type_id': 4, 'percentage': 0.5}, {'course_code': 'COMP33511', 'assessment_type_id': 1, 'percentage': 0.5}]",,,False,3,"COMP23311,COMP23412","[{'course_code': 'COMP33511', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'COMP33511', 'schedule_type_id': 2, 'hours': 0.9166666666666666}, {'course_code': 'COMP33511', 'schedule_type_id': 4, 'hours': 6.416666666666667}]",Semester 1
COMP34111,AI and Games,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP34111,"The main contents of this module include:   1.  What is a game? (Definition of game, pay-off function, representations in normal form, and extensive form.) 2. What is a plan for decision-making in a game context? (Definition of strategy, representations of strategy.) 3. What does it mean to play a game well? (Definition of best-response strategy, equilibrium point, discussion of the validity of these concepts, discussion of alternatives.) 4. Properties of the Nash equilibrium. (How it incentivizes bad outcomes to prevent opponents from taking advantage.) 5. How do we find good game plans? (Complexity of finding equilibrium points, minimax algorithm, alpha-beta pruning, discussion of the components of a typical game playing program via evaluation function and alpha-beta search) 6. How do we learn good game plans? (Introduction to reinforcement learning, learning through ""self-play"", TD-learning, Monte Carlo Tree Search.)","[{'course_code': 'COMP34111', 'assessment_type_id': 4, 'percentage': 0.5}, {'course_code': 'COMP34111', 'assessment_type_id': 1, 'percentage': 0.5}]",,,False,3,"COMP11120,COMP13212,MATH11121,MATH10111","[{'course_code': 'COMP34111', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'COMP34111', 'schedule_type_id': 2, 'hours': 0.8333333333333334}, {'course_code': 'COMP34111', 'schedule_type_id': 6, 'hours': 0.4166666666666667}, {'course_code': 'COMP34111', 'schedule_type_id': 4, 'hours': 5.833333333333333}]",Semester 1
COMP34212,Cognitive Robotics,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP34212,"This unit provides an in-depth understanding of the field of cognitive robotics. This will analyse the selection, use and combination of methods and approaches in robotics, in artificial intelligence and in psychology and neuroscience to design intelligent behaviour and cognitive skills in interactive robots.","[{'course_code': 'COMP34212', 'assessment_type_id': 4, 'percentage': 0.7}, {'course_code': 'COMP34212', 'assessment_type_id': 1, 'percentage': 0.3}]",,,True,3,,"[{'course_code': 'COMP34212', 'schedule_type_id': 1, 'hours': 1.3333333333333333}, {'course_code': 'COMP34212', 'schedule_type_id': 2, 'hours': 0.6666666666666666}, {'course_code': 'COMP34212', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
COMP34312,Mathematical Topics in Machine Learning,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP34312,"Topic 1: Empirical risk minimization, regularisation; bias/variance theory and the relation to overfitting; probabilistic view: likelihood vs loss, introducing exponential families.   Topic 2: Information theory: KL-divergence vs. cross-entropy, mutual information; the view of ML as compression.   Topic 3: Optimization theory (calculus). Why GD?  What are convex and non-convex functions? How do gradients inform how we optimize a function? How can we use second order properties? How can we prove whether a method will converge?   Topic 4: Dimensionality reduction (matrix algebra). “refine, denoise, and visualise your data”.  Data usually has limited degrees of interest, living on a low-dimensional manifold within a high-dimensional space. This topic will introduce students to matrix-algebra-intensive methods used to learn feature dimensions that can aid in your model fitting process. Examples include PCA, spectral embedding, Fisher discriminant analysis, etc. These allow visualisation, denoising and enhancing the separation of data for classification.","[{'course_code': 'COMP34312', 'assessment_type_id': 4, 'percentage': 0.8}, {'course_code': 'COMP34312', 'assessment_type_id': 1, 'percentage': 0.2}]",,,True,3,COMP24112,"[{'course_code': 'COMP34312', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'COMP34312', 'schedule_type_id': 2, 'hours': 0.9166666666666666}, {'course_code': 'COMP34312', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
COMP34612,Computational Game Theory,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP34612,"There has been a substantial grow of research activity at the boundaries of game theory, artificial intelligence, economics, computer science, and a number of other disciplines in recent years. The reasons behind this are twofold: On the one hand, game theory and its applications raise many important and challenging computing, learning, and communication problems to CS and AI; On the other hand, game theory provides important insights and powerful frameworks to a number of CS topics, including AI, Multi-agent systems, computer networks as well as many others.   The main contents of this module include: 1) To introduce the concepts and computational solutions for non-cooperative and cooperative game theory with their applications 2) To introduce the machine learning techniques to solve the learning issues arise from the applications of game theory with their applications 3) To introduce the mechanism design (the reverse game theory) and its applications for the design of the rules of a game   The module includes a major piece of coursework (a group project run over 5 weeks) to apply game theory and learning methods covered to solve the pricing game problem.","[{'course_code': 'COMP34612', 'assessment_type_id': 4, 'percentage': 0.5}, {'course_code': 'COMP34612', 'assessment_type_id': 1, 'percentage': 0.5}]",COMP34111,,False,3,"COMP11120,COMP13212,COMP24112,MATH11121","[{'course_code': 'COMP34612', 'schedule_type_id': 7, 'hours': 0.5}, {'course_code': 'COMP34612', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'COMP34612', 'schedule_type_id': 2, 'hours': 0.8333333333333334}, {'course_code': 'COMP34612', 'schedule_type_id': 4, 'hours': 6.0}]",Semester 2
COMP34711,Natural Language Processing,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP34711,"This course unit will cover the key linguistic and algorithmic foundations of natural language processing. It will explore the main challenges in representing, searching and retrieving written documents, representing word semantics, and processing and identifying patterns in speech. It will consider both rule-based methods and machine/deep learning methods, and introduce key applications such as text information retrieval, text classification, word sense disambiguation, speech synthesis and speech recognition.","[{'course_code': 'COMP34711', 'assessment_type_id': 4, 'percentage': 0.7}, {'course_code': 'COMP34711', 'assessment_type_id': 1, 'percentage': 0.3}]",,,False,3,COMP24112,"[{'course_code': 'COMP34711', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'COMP34711', 'schedule_type_id': 2, 'hours': 0.9166666666666666}, {'course_code': 'COMP34711', 'schedule_type_id': 4, 'hours': 5.583333333333333}]",Semester 1
COMP34812,Natural Language Understanding,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP34812,"Drawing from concepts covered in the prerequisite COMP34711: Natural Language Processing unit, this unit will enable students to look more deeply into how machines analyse and recognise meaning expressed in natural language. In this unit, students will gain hands-on experience in investigating solutions to a number of natural language understanding tasks. This will provide students with the know-how required to develop technologies for real-world applications enabling communication between humans and machines, which have become increasingly ubiquitous and indispensable.","[{'course_code': 'COMP34812', 'assessment_type_id': 4, 'percentage': 0.7}, {'course_code': 'COMP34812', 'assessment_type_id': 5, 'percentage': 0.3}]",,,False,3,COMP34711,"[{'course_code': 'COMP34812', 'schedule_type_id': 1, 'hours': 1.6666666666666667}, {'course_code': 'COMP34812', 'schedule_type_id': 2, 'hours': 0.8333333333333334}, {'course_code': 'COMP34812', 'schedule_type_id': 4, 'hours': 5.833333333333333}]",Semester 2
COMP36111,Algorithms and Complexity,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP36111,"The Unit constitutes a self-contained introduction to the theory of Computational Complexity. It assumes no pre-requisites other than a knowledge of basic algorithms and mathematical notation. The teaching will be exclusively by means of traditional lectures, supported by the prescribed course text.","[{'course_code': 'COMP36111', 'assessment_type_id': 4, 'percentage': 0.8}, {'course_code': 'COMP36111', 'assessment_type_id': 3, 'percentage': 0.2}]",,,True,3,"COMP11120,COMP11212,COMP26120,MATH11121,MATH10111,MATH10101","[{'course_code': 'COMP36111', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'COMP36111', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 1
COMP36212,Mathematical Systems and Computation,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP36212,"Mathematical systems can be used to describe many aspects of the world around us, from modelling physics and chemistry, to predicting financial markets and enabling machine learning and AI. By modelling systems mathematically it is possible to analyse them, and make predictions about their performance and how it can be optimised. Solution of these mathematical systems often relies on computational hardware and the application of algorithms which solve an approximate form of the problem. It is therefore important to understand the limitations imposed by the computational implementation of a given problem, and the effect this can have on a given solution.   The course explores these concepts from three perspectives: by introducing the notion of finite precision computation and error propagation within a computational process; through exploring techniques for the numerical solution of differential equations; and through the use of optimisation algorithms to maximise the performance of a solution to a given problem. These techniques are then applied to real-world problems, including physical and engineering systems, and machine learning operations within neural networks. The course targets students seeking to gain experience of how numerical computation is employed in industry and research, and who want a deeper understanding of how numerical algorithms and hardware combine when solving problems. It will help develop the skills necessary to work at the hardware-software interface, and in harnessing the power of hardware accelerators and modern computer architectures to develop fast, accurate and precise analysis tools.","[{'course_code': 'COMP36212', 'assessment_type_id': 1, 'percentage': 1.0}]",,,True,3,COMP11120,"[{'course_code': 'COMP36212', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'COMP36212', 'schedule_type_id': 4, 'hours': 7.333333333333333}]",Semester 2
COMP37111,Graphics & Virtual Environments,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP37111,This Course Unit covers the principles of modern Computer Graphics from creation modelling of scenes through to animation and rendering with a particular focus on the quality and performance issues relating to the various techniques.,"[{'course_code': 'COMP37111', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,COMP27112,"[{'course_code': 'COMP37111', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'COMP37111', 'schedule_type_id': 4, 'hours': 7.25}]",Semester 1
COMP37212,Computer Vision,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP37212,,"[{'course_code': 'COMP37212', 'assessment_type_id': 4, 'percentage': 0.7}, {'course_code': 'COMP37212', 'assessment_type_id': 1, 'percentage': 0.3}]",,,False,3,"COMP27112,COMP11120","[{'course_code': 'COMP37212', 'schedule_type_id': 1, 'hours': 1.9166666666666667}, {'course_code': 'COMP37212', 'schedule_type_id': 4, 'hours': 6.416666666666667}]",Semester 2
COMP38311,Advanced Distributed Systems,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP38311,Distributed Systems: The Big Picture   Categories and Characteristics   Historical Perspective   Architectural Paradigms   Cloud Computing Concepts and Economics Resource Management   Provisioning   Scheduling   Load Balancing   Energy Management   Quality of Service Big Data as an Application Driver      Big Data: Drivers and the 4Vs      Batch: MapReduce      I nteractive: NoSQL     Streaming,"[{'course_code': 'COMP38311', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"COMP23111,COMP28112","[{'course_code': 'COMP38311', 'schedule_type_id': 2, 'hours': 0.9166666666666666}, {'course_code': 'COMP38311', 'schedule_type_id': 4, 'hours': 7.416666666666667}]",Semester 1
COMP39112,Quantum Computing,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/COMP39112,"Quantum computing is one of the most intriguing of modern developments at the interface of computing, mathematics and physics, whose long term impact is far from clear as yet.","[{'course_code': 'COMP39112', 'assessment_type_id': 4, 'percentage': 1.0}]",,,True,3,,"[{'course_code': 'COMP39112', 'schedule_type_id': 1, 'hours': 2.0}, {'course_code': 'COMP39112', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH29141,2P1: Complex Analysis,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH29141,"This course introduces the analysis of complex functions of a complex variable.  Complex differentiability is a very strong condition, and differentiable (or holomorphic or regular) functions have many strong properties.  Integration is along paths in the complex plane. The central result of this spectacularly beautiful part of mathematics is Cauchy’s Theorem guaranteeing that certain integrals along closed paths are zero.  After studying properties of isolated singularities of functions, Cauchy’s theorem leads to useful techniques for evaluating real integrals based on the ‘calculus of residues’ (problems unsolvable by other means).   Syllabus: A.    Complex functions: Domains and paths in the complex plane. Differentiation and the Cauchy-Riemann equations; holomorphic functions. Path integrals and the Fundamental Theorem of contour integration.  B.    Power series: Power series and their radius of convergence. Derivatives and integrals of power series. Elementary functions such as exp, sin, cos, sinh, cosh and log. C.    Cauchy’s Theorem and Formula: Winding numbers, Cauchy’s theorem, Cauchy’s integral formula and the estimation lemma.  D.    Taylor and Laurent series: The Cauchy-Taylor theorem, Liouville’s theorem, Laurent’s theorem and calculation of Laurent series. E.    Residues: Isolated singularities, poles and their residues; Cauchy’s residue theorem. Applications of the residue theorem to the evaluation of trigonometric integrals, integrals over the real line, and summation of series.","[{'course_code': 'MATH29141', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH29141', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,2,MATH11121,"[{'course_code': 'MATH29141', 'schedule_type_id': 1, 'hours': 1.5}, {'course_code': 'MATH29141', 'schedule_type_id': 2, 'hours': 0.5}, {'course_code': 'MATH29141', 'schedule_type_id': 3, 'hours': 0.5}, {'course_code': 'MATH29141', 'schedule_type_id': 4, 'hours': 5.833333333333333}]",Semester 1
MATH30002,Mathematics Education,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH30002,"This unit provides opportunities for anyone interested in mathematics education to find out more. Suitable for both those considering becoming a teacher, or those who are fascinated in how people learn mathematics and understanding why it is such an emotive subject. The course will include collaborative group work, reflection on personal experience and classroom observation.","[{'course_code': 'MATH30002', 'assessment_type_id': 11, 'percentage': 0.8}, {'course_code': 'MATH30002', 'assessment_type_id': 2, 'percentage': 0.2}]",,,False,3,,"[{'course_code': 'MATH30002', 'schedule_type_id': 1, 'hours': 0.8333333333333334}, {'course_code': 'MATH30002', 'schedule_type_id': 8, 'hours': 0.8333333333333334}, {'course_code': 'MATH30002', 'schedule_type_id': 5, 'hours': 0.8333333333333334}, {'course_code': 'MATH30002', 'schedule_type_id': 4, 'hours': 5.833333333333333}]",Semester 2
MATH31010,Topology and Analysis,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH31010,"Topology provides the tools to study properties of shapes that are not affected by manipulations such as bending, stretching, or twisting. Such properties include compactness of the shape, whether the shape is connected, and how many holes the shape has. Topology is important in fields like algebraic geometry, functional analysis, theoretical physics, and has found successful applications in data analysis and computing. Topological spaces also provide a foundation for analysis in settings where metrics are either not available or not immediately apparent, such as that of linear functionals on Banach spaces and bounded linear operators. The theory of linear operators is fundamental in areas such as partial differential equations, quantum physics, and representation theory.  This unit will introduce the concept of a topological space; describe how shapes such as Klein bottles, Möbius bands, and tori can be thought of as topological spaces; cover various ways in which topological spaces can be distinguished; and cover some more advanced concepts in topology. It will then use some key topological ideas to develop the theory of Banach spaces and the operators between them; to equip spaces of operators with topologies; and to understand the spectra of such operators, concluding with applications to other parts of mathematics.","[{'course_code': 'MATH31010', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH31010', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,"MATH21111,MATH11121","[{'course_code': 'MATH31010', 'schedule_type_id': 1, 'hours': 3.6666666666666665}, {'course_code': 'MATH31010', 'schedule_type_id': 3, 'hours': 1.8333333333333333}, {'course_code': 'MATH31010', 'schedule_type_id': 4, 'hours': 11.166666666666666}]",Full year
MATH31061,Analysis and Geometry in Affine Space,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH31061,"Differential and integral calculus, whose origins go back to Newton and Leibniz and their predecessors, has undergone spectacular development in the past centuries to become modern analysis deeply related with multidimensional geometry, topology and abstract algebra. In one aspect, however, it remains close to the founding fathers, namely, in being grounded in applications such as in physics. The course aims to emphasize both abstract and applied sides and to give skills and knowledge for later studies including other year 3 and year 4 courses.","[{'course_code': 'MATH31061', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"MATH21120,MATH20111,MATH20101","[{'course_code': 'MATH31061', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH31061', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH31061', 'schedule_type_id': 4, 'hours': 5.583333333333333}]",Semester 1
MATH31072,Differential Geometry of Curves and Surfaces,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH31072,"This unit will be presented as an introduction to Differential Geometry, where the main focus will be on Curves and Surfaces in two- and three-dimensional Euclidean space. As a mathematical discipline, Differential Geometry explores the geometry of smooth shapes. To do this, it uses tools from various areas of mathematics, such as differential calculus, integral calculus and linear algebra. In Differential Geometry we use analytic and algebraic techniques to formalise the intuitive notions of distance, angle and curvature to study the extrinsic properties of curves (parameterised by arc length). Some of these properties are then used more generally to study the intrinsic and extrinsic properties of surfaces. For instance, since the time of Euclid it was understood that a straight line provides the shortest distance between two points; however, how do you find this distance if the points lie in the surface of the earth (which is not flat). This leads to the important concept of geodesics where one uses the idea that great circles are locally similar to straight lines in a flat plane. In this module we will explore several notions around smooth parameterised curves, such as tangent vectors, curvature, osculating planes, and the Frenet moving frame. We will then move to the study of parametric surfaces where we discuss tangent planes, parallel transport, curvatures, geodesics, fundamental forms, Christoffel symbols, and the Gauss-Bonnet theorem.  Many examples will be presented throughout.","[{'course_code': 'MATH31072', 'assessment_type_id': 4, 'percentage': 0.8}, {'course_code': 'MATH31072', 'assessment_type_id': 1, 'percentage': 0.2}]",,,False,3,"MATH21120,MATH31061,MATH20132","[{'course_code': 'MATH31072', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH31072', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH31072', 'schedule_type_id': 4, 'hours': 5.583333333333333}]",Semester 2
